,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
504234,504235,B000YBXCXW,A1BGKZAMQ5DPR1,Dsven,1,1,5,1317254400,miss,incredible . lived finland year think miss . wish n't expensive state ! u need better chocolate .
364778,364779,B000PDY3HI,ANU0095EMJBCT,Mum of 2,0,1,2,1288828800,tasted great ... 3 week,"bit dismayed n't expiration date box individual package . popcorn tasted great 3 week tasted stale . gross , throw half product ."
418921,418922,B000H27MQG,A18QRDYGHVQPR2,"John L. Bank ""radio guy""",2,3,5,1211846400,brookbinders snapper soup,long fan bookbinder 's snapper soup . good little sherry .
69388,69389,B0028S7MC6,A29ALNFANXJETL,Jana,0,0,5,1297123200,lowfat granola raisin,best lowfat granola raisin found & 've tried several . big chunk granola . add yogurt . great taste .
371150,371151,B003OXUMQW,A1WX42M589VAMQ,Mir,2,2,1,1337904000,painfully sweet . pretty much taste honey ....,"put carob dipped hazelnut mouth , tablespoon honey , approximates flavor . could get past half cookie . sweet . need balance flavor something like cookie . lopsided treat. < br / > < br / > n't like cloyingly sweet treat , wo n't . 'd better really love punch honey ."
269489,269490,B003D1YB62,A2A1XYSB692L6J,"Patricia ""A Reader""",1,2,4,1278633600,e p n g ........ t__o__o ........ e p n g ...,".............................. u p e ........................... < br / > < br / > taste quality product ..... 5 star < br / > bargain rating ................... 0 star < br / > < br / > . < br / > . < br / > '' w `` ......... recently , bought one small bag ( ) potato chip , one three musketteers bar . love snack lot , wanted see liked best . potato chip , ( nose ) -- must come conclusion potato chip , good ill , favourite snack , , ( think mention ) , yet meet potato chip like eat ! < br / > < br / > also , mentioned , particular potato chip especially tempting , gracious living old south , ( also today new south , new england , old england , india , sweden , canada , wherever kind hospitable people found ... world ) , warming comforting , reminding still outpost civilzed behaviour , ( manner ) , world -- potato chip , purporting `` carolina bbq variety '' , happily remind . ( also `` turned '' , ( mightily ) , sad , recent trend amongst many people , ( also unhappily world ) , take `` care ? '' attitude , gracious < br / > manner whatsoever . etiquette , ( letitia baldridge , former social secretary first lady jacqueline kennedy , said ) , art practice making people feel comfortable , nothing `` stuffy '' . many people today forget -- grab , gab 4-letter-word language , stab , telling dirty , ( worse ) `` joke '' -- truly sad people mistake manner inflexible social stratification , proceeding , ( seemingly free ) , slide level civilzed behaviour , taking come contact -- aware , prepared battle attitude -- sadly along . ( ii say `` seemingly free '' , know unconscious , deadly influence mass medium something slide downhill , many . least , image portrayed medium intensify slide ..... ) < br / > < br / > rate , quest outpost civilized behaviour , today , lure lay 's tangy carolina bbq potato chip proved irresistable . hot weather often found southern u bring worst -- also , best -- people , , ever optimist , could pas chance real `` taste '' sample hoped best southern u offer. < br / > < br / > main review , , mentioned going buy potato chip seller mention many bag would arrive . , upon taking second look , noticed bag would weigh total 10.5 ounce , entire package would weigh 3 pound . would seemingly make 3 ... perhaps 4 bag potato chip , extra weight given packaging . slightly expensive potato chip supermarket -- much . besides , never seen `` carolina bbq '' style lay 's potato chip local store . combined circumstance proved irresistable -- finally decided buy one unit over-whelmingly tempting chip , see could see , ( taste could taste . ) < br / > < br / > well , arrived morning . u `` priority '' mail box , presumably would take three pound weight. < br / > < br / > box weighed far , far lighter . say `` potato chip '' outside , n't know inside , opened box . inside one 10.5 ounce bag potato chip . one ! covered stick-on bubble wrap , protect content -- also , suspected , could easily duplicate purchase , send back refund . ( seller seems know potato chip afficitionados well -- see bag p.c.s , 's hard open ! ) < br / > < br / > potato chip inside quite good . somewhat like `` light '' bbq flavour , small bit barely-noticable extra sweetening different flavour . $ 18.95 ( cost plus shipping ) , single bag potato chip , ( normal price marked $ 3.98 , notice opened bag ) ? never ! < br / > < br / > could easily put blame perhaps-far-too-greedy seller -- , totally honest , . sadly forgotten fact seller contacted , purchasing anything , amazon . item sold amazon , third party , ( potato chip ) , one need click seller 's name , see `` store-front '' revealed . `` store-front '' page list many thing ... including satisfaction rating customer -- link contact seller ! link sometimes difficult find -- always . , instance , contact seller , inquire many bag potato chip actually contained one shipment . contacted seller -- totally forgot instance , blame . hopefully , though , part review help buyer question product sold third party , easily ask question seller . said , ( inadequicy admitted ) , still think puting one 10.5 ounce bag potato chip carton stated three pound weight , rather unsavoury selling tactic . calculation , seller made 300 % profit -- expense . ( would 600 % profit , counting shipping handling charge . ) < br / > < br / > begin wonder seller connection i.r.s. ? ( kidding , i.r.s. ! ) yet must admit , though seller perhaps , taught meaning `` usury '' , higher-than high profit purchase , also must admit forgot rudimentary buyer resource . doubt -- ask . -- w. i. . a. ! < br / > . < br / > . < br / > < br / > ................ r g n l ....... r e v e w ............... < br / > < br / > ... northerner yet yearns grace polish old south , ( also found , even today , anywhere civilized people comport -- including , ( great number ) , people living modern south , hospitable place new england , old england , india , sweden canada , ( also , smaller number , perhaps , place world ) , yet ever-mindful fact confederate anthemn , `` dixie '' , actually written brooklyn , new york -- born -- , ( potato chip affictionado event ) , obviously found lay 's tangy carolina bbq flavoured potato chip -- 10.5 oz -- herein offered -- totally absolutely irresistable . yet , resist ( ! ) ? price given $ 9.95 . plus $ 8.95 shipping . number bag n_o_t given ! paying close $ 20.00 10.5 ounce , ( one bag ) potato chip ? ? ? ? number 10.5 ounce bag , mentioned , included description , well could , decide buy . reason , ( reason ) , sadly decided . yet meet potato chip like ... chose another . maybe tasty , tasty enough . extra money save go `` taste freedom '' , favourite political party ! please state number bag included ordering wonderful , southern-style potato-chips , future ! thank ! < br / > hopefully ,"
373863,373864,B004WTHCO2,A1YHBC61TH291D,Erin Rippy,11,13,2,1292025600,"small capacity , take long use , hard clean .","beaba blog giveaway , n't think would ever spend money buy one . used mine dozen time passing friend. < br / > < br / > everything advertised . n't think save time effort , though . still clean , peel , cut fruit veggie chunk , time saved . anything take time prepare baby food beaba simply small capacity . put cup cup half chopped raw food steamer , seems like good amount food . however , time steam puree food , end half cup baby food , maybe bit more. < br / > < br / > let 's say 're going make sweet potato . always great food start baby 's mild sweet pureed really smooth creamy . beaba cook half average sweet potato time . cook four large sweet potato puree 7-cup food processor . beaba , start finish , peeling chopping steaming blending cooling , 're looking around 30 45 minute feed baby . also , food coming beaba extremely hot , rightly , ca n't feed baby food hot let cool , add food prep time. < br / > < br / > anyone serious making baby food going want make baby food bulk . busy mom n't time waste product like beaba make small amount food time . one hour kitchen sunday enough baby food last week , longer . kitchenaid 7-cup food processor found sale bb & b around sixty buck . would steam veggie fruit stove even microwave , puree quickly food processor , usually making 4 cup baby food time. < br / > < br / > also , one pot , one steamer basket , one food processor much easier clean beaba . beaba streamer basket stained orange first time used n't care little part piece needed clean beaba. < br / > < br / > n't waste money fancy expensive baby food storage container . gladware make small 4-ounce container . believe pack 8 3 buck . would fill dozen time 3 4 different food pop freezer . night went bed , would pull couple container freezer stick fridge next day . come mealtime , fast easy scoop needed warm microwave. < br / > < br / > several month freezing heating little blue lid gladware container would crack , 're affordable n't mind tossing recycling bin buying another set ."
110758,110759,B003XUJ3RK,A2CV12QOHGV93E,"D. Rose ""Major Consumer""",0,0,3,1336435200,handy flavorfuld dented,"would buy product . sauce flavorful , n't season . n't many product n't add lot seasoning , especially . handy around snack meal . adding sentence disappointed number dented can case . pulled one dented top , think 'll difficulty getting open . drat ."
284756,284757,B001P3NU4E,A3G076AFENL3DL,mengyun,0,0,5,1288828800,cat love ! !,"cat absolutely love chew . although much help oral hygiene , 'm sure ."
279239,279240,B00020V5NO,A3S93NIVZYK0LE,Wayne A. Rupert,7,7,5,1170892800,mmmmmmm ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,"`` oooooooooo mmmmmmmmmmmmmmm oooooooooo '' , heard two day giving candy , thank ."
524645,524646,B0000SWYS8,A3NNO32KVSYJTO,MIKE RYAN,1,1,5,1315872000,best ever,"jelly bean terrific , watching sugar intake-they 're wonderful . enjoy confidence delicious sweet treat ."
347419,347420,B0029NUSF8,A25864T3A6RQIC,"Reading Raven ""Book Adventurer""",4,4,5,1264032000,cat yummy delight,"three siamese love eat well . first started food seven month ago simply love taste . since household bound , get proper nutrient food . noticed softer & healthier shiny fur , cleaner breath , alertness them.i would highly recommend cat food cat ."
45314,45315,B0005XN9HI,A34Q5JCEBCLOIY,Nancy M. Hammons,4,4,5,1285372800,convenience tube waste,"crock pot recipe love , call 3 tablespoon tomato paste . would always end throwing away rest tomato paste . saw food network brian boitano cooking ( knew could cook ? ) used tube tomato paste . ordered two tube amore italian tomato paste , exactly wanted . used 3 tablespoon , put rest fridge dish tasted great . highly recommend amore italian tomato paste tube ."
535095,535096,B001EO6BFE,AVTREMGF1UIAN,D. Hutson,2,2,5,1260403200,great waffle ! ! !,tried regular golden malted waffle mix hotel made great waffle . natural mix good . raw mix taste good make belgian waffle put sweet syrup fantastic ! waffle two slice bacon make great breakfast ! ! !
284406,284407,B000GAO92E,A3FKQLWKQ3SKDW,Saul Kravitz,0,0,3,1335484800,agree `` good always grainy '',"mixed soy/almond milk banana , n't bad. < br / > bit gritty , chocolate flavor rich creamy. < br / > nutritionally , great product lot ( non-soy ) protein high fiber. < br / > try , might really enjoy !"
335946,335947,B003QWF9EG,A3U5LVUR00BHYC,Jason,1,2,5,1324598400,excellent snack,favorite snack ... sweet potato flavor sweetness right . child adult enjoy .
115899,115900,B003D4IUCK,A15VKIF5B79DWN,frugal grannie,0,0,5,1346889600,mango passionfruit delight,"wow , mango passionfruit tea best herbal tea tasted . good hot cold sweetened little agave . often late afternoon want limit caffeine . refreshing beverage ."
